Name,Magnitude H,Magnitude G,Mean anomaly,Arg. perihelion,Long. node,Inclination,Eccentricity,Semimajor axis,Epoch (MJD)
2876 AESCHYLUS,12.9,0.15,116.39088,96.77673,3.163081,14.878582,0.1203104,2.6005481,48800
2877 LIKHACHEV,12.1,0.15,110.15294,231.71029,81.153369,2.342809,0.1965076,3.1053208,48800
2878 PANACEA,11.7,0.15,87.304977,14.196954,318.74945,10.265161,0.0877759,3.0431197,48800
2879 SHIMIZU,11.7,0.15,27.407133,23.628701,149.67811,10.743146,0.1452119,2.7669408,48800
2880 NIHONDAIRA,12.6,0.15,180.53372,246.51944,39.920273,5.74246,0.1686724,2.2028025,48800
2881 1983AA1,13.4,0.15,274.39118,326.34519,173.2346,4.609557,0.1547272,2.2476671,48800
2882 TEDESCO,11.9,0.15,323.11073,7.861834,316.24115,0.293243,0.1877748,3.1604248,48800
2883 BARABASHOV,13.3,0.15,211.4843,150.88684,48.586802,1.412122,0.0817454,2.2456236,48800
2884 REDDISH,11.8,0.15,119.78256,15.794724,41.517166,1.950461,0.1717251,3.1172734,48800
2885 1939TC,14.1,0.15,260.19711,43.661426,349.52428,2.877261,0.1949559,2.2372052,48800
2886 1965YG,13.2,0.15,115.20975,331.99856,107.79224,1.307418,0.1555622,2.3662432,48800
2887 KRINOV,13,0.15,179.78468,148.80673,119.2176,4.376257,0.1503638,2.2585252,48800
2888 HODGSON,13.1,0.15,278.3173,78.287631,351.6986,7.634322,0.1314775,2.2577399,48800
2889 1981WT1,11.5,0.15,61.293268,119.83934,220.97369,9.481467,0.1199758,3.0197214,48800
2890 VILYUJSK,12.9,0.15,352.01881,50.335143,357.06052,6.632439,0.1602509,2.2601061,48800
2891 MCGETCHIN,11.2,0.15,244.87243,246.14241,115.38287,9.324775,0.1164401,3.3656404,48800
2892 FILIPENKO,10.2,0.15,289.77436,90.797454,327.16064,16.938707,0.221118,3.1584805,48800
2893 PEIROOS,9.23,0.15,168.77993,170.1191,108.76265,14.623111,0.0760718,5.2107207,48800
2894 KAKHOVKA,12.1,0.15,98.962532,34.383289,86.359574,2.587359,0.1473935,3.1071494,48800
2895 MEMNON,9.3,0.15,65.576472,275.50422,134.05129,27.246582,0.0514031,5.2129272,48800
2896 1931RN,12.7,0.15,184.66566,120.70768,171.9096,5.991073,0.187896,2.2197151,48800
2897 OLEROMER,13.4,0.15,325.87092,100.75626,48.539842,5.841653,0.1002814,2.2472458,48800
2898 1938DN,12.5,0.15,291.48466,214.31262,116.90827,14.305268,0.0214304,2.5553578,48800
2899 RUNRUNSHAW,13.5,0.15,92.424319,303.49099,19.956069,3.228223,0.1564928,2.2616786,48800
2900 LUBOSPEREK,12.3,0.15,137.693,285.56159,18.195986,10.168781,0.1054692,3.0210599,48800
2901 1973DP,11.9,0.15,211.33564,238.75423,69.364782,3.176202,0.0470971,2.8666671,48800
2902 WESTERLUND,14.4,0.15,119.76426,158.20723,178.64405,4.367312,0.1989972,2.2028179,48800
2903 ZHUHAI,12,0.15,139.88153,240.86066,233.05631,14.348681,0.0590395,2.5612994,48800
2904 MILLMAN,11.6,0.15,191.8423,331.84322,79.925933,15.397764,0.1400272,2.6017715,48800
2905 PLASKETT,12.1,0.15,352.80694,218.75419,10.189558,8.907166,0.0934989,2.8048401,48800
2906 CALTECH,10,0.15,332.13194,296.15046,84.741396,30.730987,0.1184242,3.1586572,48800
2907 NEKRASOV,11.5,0.15,79.575599,195.02876,173.00223,10.204017,0.0909571,3.0162664,48800
2908 SHIMOYAMA,11.5,0.15,37.7165,151.92809,233.83652,13.342815,0.1520012,2.9785191,48800
2909 HOSHI-NO-IE,10.9,0.15,144.85737,285.6055,85.898415,11.433421,0.1106025,3.0268457,48800
2910 YOSHKAR-OLA,13.8,0.15,227.50855,326.12477,44.417453,2.946144,0.1564102,2.2020735,48800
2911 1938GJ,11.3,0.15,205.00702,65.256603,149.55912,9.610397,0.0962445,2.7933857,48800
2912 1942DM,12.7,0.15,160.89356,75.346804,108.38961,7.276967,0.070734,2.2894817,48800
2913 HORTA,12.6,0.15,211.58263,21.699698,30.629812,16.076045,0.1993006,2.7035125,48800
2914 1965SB,13.8,0.15,285.62849,222.21038,166.97545,2.955016,0.1298892,2.261399,48800
2915 MOSKVINA,13.3,0.15,222.28699,356.65286,352.97979,13.217723,0.1856499,2.5627528,48800
2916 VORONVELIYA,13.4,0.15,185.29139,244.09515,311.38438,3.599802,0.0981626,2.2350856,48800
2917 SAWYERHOGG,12,0.15,146.84449,39.033854,349.09722,12.830401,0.1101006,2.7980304,48800
2918 SALAZAR,11.9,0.15,82.056854,168.86051,135.8677,2.090119,0.1598157,3.1662308,48800
2919 DALI,11.6,0.15,285.94648,114.89618,162.41897,1.409771,0.1407743,3.1422006,48800
2920 AUTOMEDON,8.8,0.15,137.73227,200.16264,231.05139,21.059617,0.0262288,5.1583623,48800
2921 SOPHOCLES,13.3,0.15,180.79172,187.23435,149.69064,1.448512,0.1591262,3.2500468,48800
2922 DIKAN'KA,13.7,0.15,178.66414,344.02295,188.19054,2.97609,0.1453795,2.3716118,48800
2923 SCHUYLER,13.6,0.15,348.29029,170.52806,350.90083,2.878811,0.1311038,2.4552754,48800
2924 MITAKE-MURA,12.7,0.15,251.48849,195.48756,111.02209,3.135482,0.0456573,2.8893879,48800
2925 BEATTY,14,0.15,197.93051,278.00784,217.51513,2.215428,0.1914044,2.3861599,48800
2926 CALDEIRA,13.3,0.15,173.34253,35.007082,221.28716,3.476986,0.1189852,2.2742517,48800
2927 ALAMOSA,12.1,0.15,286.23653,188.52072,150.66273,16.982904,0.1681932,2.5313235,48800
2928 EPSTEIN,11.3,0.15,126.95356,151.88541,311.07268,9.54593,0.0699687,3.0047201,48800
2929 HARRIS,11.6,0.15,293.10051,32.286272,143.03725,14.898567,0.068768,3.119698,48800
2930 EURIPIDES,12.4,0.15,213.7026,94.44941,359.78024,4.070156,0.0238551,2.7803091,48800
2931 MAYAKOVSKY,11.7,0.15,314.03135,289.9795,25.564485,2.223538,0.0582975,2.8744439,48800
2932 KEMPCHINSKY,11.6,0.15,263.24999,187.63265,169.84223,2.241885,0.1094612,3.6197945,48800
2933 AMBER,11.7,0.15,296.33906,222.12329,121.64271,7.223318,0.0492312,2.6082953,48800
2934 ARISTOPHANES,11.2,0.15,312.1291,70.959131,202.98799,8.830561,0.0404233,3.1685692,48800
2935 NAERUM,13,0.15,107.73618,135.93418,136.00513,13.019403,0.1280001,2.5979982,48800
2936 1979SF,12.4,0.15,22.384303,322.58679,334.08883,8.470819,0.07579,2.6787084,48800
2937 GIBBS,12.9,0.15,116.88478,71.319006,266.09305,21.784795,0.3024167,2.3198005,48800
2938 HOPI,11.5,0.15,14.347847,263.29918,109.35797,41.447297,0.336148,3.1415966,48800
2939 COCONINO,12.6,0.15,191.44972,235.82403,350.37954,3.973322,0.1609992,2.4411636,48800
2940 BACON,14,0.15,285.29481,116.1752,274.37928,6.442002,0.2347112,2.782825,48800
2941 ALDEN,13.9,0.15,185.24463,64.366578,10.592042,3.246825,0.0897653,2.1512816,48800
2942 1932BG,13.2,0.15,257.9476,154.32133,116.59682,6.816384,0.1539997,2.2389467,48800
2943 1933QU,12.8,0.15,108.13798,43.299984,314.28829,12.971801,0.1540536,2.4476085,48800
2944 1935QF,12.8,0.15,62.648486,152.7479,195.17779,10.660644,0.1655828,2.6488123,48800
2945 ZANSTRA,12.2,0.15,32.094057,242.57531,96.000386,2.628307,0.1393844,2.6687503,48800
2946 1941UV,13,0.15,43.160239,102.54251,322.66657,0.588229,0.1736888,2.4541117,48800
2947 KIPPENHAHN,13,0.15,91.90537,165.91321,284.31776,3.133522,0.124682,2.30822,48800
2948 AMOSOV,12.5,0.15,191.71048,244.54013,209.32972,12.307725,0.1085336,2.8622499,48800
2949 KAVERZNEV,13.3,0.15,289.96307,130.246,163.38821,4.859948,0.1394336,2.1947918,48800
2950 1974VQ2,11.9,0.15,303.84664,293.92385,112.39662,9.592959,0.2630542,2.7553378,48800
2951 PEREPADIN,10,0.15,130.49443,113.66899,25.553066,14.733906,0.1282563,3.1245032,48800
2952 LILLIPUTIA,14.1,0.15,198.58258,78.092225,323.6806,3.32322,0.1715113,2.3128889,48800
2953 VYSHESLAVIA,11.6,0.15,6.050082,11.90644,251.87495,1.07004,0.0207373,2.8286008,48800
2954 DELSEMME,13.5,0.15,306.51186,50.417531,164.65695,3.931759,0.1953805,2.2871942,48800
2955 NEWBURN,13.5,0.15,330.07765,233.9658,32.641416,3.600996,0.1153175,2.1801089,48800
2956 YEOMANS,12.4,0.15,60.025124,122.45346,112.49464,2.864719,0.0888623,2.7656459,48800
2957 1934CB1,10.2,0.15,212.47928,57.707675,250.13255,8.695248,0.0851971,3.0258694,48800
2958 1981DG,12.2,0.15,17.136123,319.56858,298.43014,1.028263,0.0124681,2.8732927,48800
2959 SCHOLL,11.2,0.15,0.77923,286.12048,121.56255,5.231839,0.2760717,3.9379312,48800
2960 OHTAKI,14.2,0.15,267.1452,333.44218,130.97896,4.504774,0.113146,2.2210235,48800
2961 KATSURAHAMA,13,0.15,292.05103,195.55222,221.34416,4.542459,0.1375858,2.2683059,48800
2962 1940YF,11.3,0.15,120.8498,118.12007,54.583673,15.666531,0.0367182,2.568295,48800
2963 CHENJIAGENG,12.3,0.15,265.08429,350.21644,47.930508,2.709418,0.0761981,2.8698904,48800
2964 JASCHEK,12.2,0.15,30.341386,58.427407,331.18938,13.58197,0.2000287,2.5931291,48800
2965 SURIKOV,13.6,0.15,213.00148,71.668134,127.25196,24.262357,0.2186472,2.3916287,48800
2966 KORSUNIA,13.4,0.15,311.72174,197.64085,46.693167,2.548475,0.1400676,2.44847,48800
2967 VLADISVYAT,11,0.15,194.85819,3.676118,32.726319,18.024197,0.1283009,3.2014454,48800
2968 ILIYA,14.3,0.15,297.95105,34.006064,274.56056,9.145214,0.3082967,2.3681137,48800
2969 MIKULA,12.6,0.15,25.911433,104.39623,181.78416,1.871021,0.0291749,2.8456043,48800
2970 1978UC,12.5,0.15,41.870606,75.855,343.10451,12.106984,0.1509473,2.6391035,48800
2971 1980YL,13.5,0.15,164.67863,352.33646,76.31592,6.998753,0.1176216,2.2459264,48800
2972 1939TB,13.9,0.15,279.63386,139.05744,204.58654,1.090325,0.1697982,2.1508086,48800
2973 PAOLA,12.9,0.15,278.994,88.675684,337.27177,1.560398,0.151278,2.4697186,48800
2974 HOLDEN,13.9,0.15,159.02679,129.85467,215.26424,6.415572,0.1401246,2.3129026,48800
2975 1970AF1,12.7,0.15,177.11396,316.51525,236.85293,6.889649,0.0945937,2.2485351,48800
2976 LAUTARO,10.9,0.15,146.67847,176.90226,207.46397,9.703683,0.1331353,3.3594615,48800
2977 CHIVILIKHIN,12.7,0.15,296.74205,184.77013,170.80728,9.590463,0.1717723,2.783119,48800
2978 ROUDEBUSH,11.7,0.15,189.0051,4.139156,349.34064,1.241132,0.1751402,3.1124965,48800
2979 MURMANSK,12.1,0.15,202.10705,194.84132,149.11632,11.357725,0.1431434,3.1384883,48800
2980 1981EU17,13.2,0.15,354.32913,253.01133,172.68866,7.289859,0.1782901,2.5691917,48800
2981 CHAGALL,12,0.15,285.6672,89.359303,187.54754,0.84666,0.164059,3.1566387,48800
2982 MURIEL,11.9,0.15,195.12258,35.403482,43.349921,10.244527,0.0677543,2.9974612,48800
2983 POLTAVA,11.2,0.15,92.430109,85.373111,248.36994,4.261503,0.0600668,2.8460985,48800
2984 CHAUCER,13.1,0.15,221.31193,47.20173,81.899526,3.053383,0.1332284,2.47073,48800
2985 SHAKESPEARE,12.1,0.15,2.44489,276.06869,34.635672,2.660027,0.0459952,2.8478359,48800
2986 MRINALINI,11.9,0.15,213.96031,303.34672,51.803855,2.549764,0.1456118,3.1837886,48800
2987 SARABHAI,12.1,0.15,37.437198,335.0386,167.67088,1.010584,0.067933,2.8874789,48800
2988 1943EM,11.7,0.15,189.4782,132.29945,101.15297,14.704375,0.1279435,2.6060632,48800
2989 1976UF1,13.2,0.15,289.85786,247.2306,75.934022,3.630559,0.1735278,2.2381335,48800
2990 TRIMBERGER,13.4,0.15,26.006371,317.62939,172.06447,2.78429,0.1228382,2.4400726,48800
2991 1982HV,13.5,0.15,249.68561,197.27068,96.802667,5.151931,0.2199188,2.3385908,48800
2992 VONDEL,13,0.15,290.11973,266.45474,185.50714,7.039671,0.187348,2.7477653,48800
2993 1970PA,12.3,0.15,43.43488,73.389451,313.97655,12.286483,0.196039,2.5863223,48800
2994 1975PA,13.9,0.15,176.76764,320.68396,358.56372,2.490661,0.2296746,2.4176649,48800
2995 TARATUTA,12.4,0.15,325.18548,330.68995,170.07557,14.861419,0.1368905,2.6143458,48800
2996 BOWMAN,11.8,0.15,128.3402,303.7823,334.81684,3.671814,0.0335178,2.7816831,48800
2997 CABRERA,13.5,0.15,103.28238,349.67604,355.4611,7.22088,0.199518,2.5548789,48800
2998 BERENDEYA,14.3,0.15,169.04119,204.17102,157.61841,3.066207,0.1941289,2.4245625,48800
2999 DANTE,13.4,0.15,144.14497,38.59048,75.150486,6.770378,0.1054632,2.27053,48800
3000 LEONARDO,13,0.15,199.64024,173.22867,201.26043,2.748108,0.1815781,2.3511364,48800
3001 MICHELANGELO,12.4,0.15,12.431154,136.05343,297.97476,18.377399,0.0696363,2.3560112,48800
3002 DELASALLE,12.8,0.15,304.03794,132.29572,115.59265,6.1416,0.1311517,2.2400338,48800
3003 1983YH,11.3,0.15,283.0566,282.82612,104.31286,11.600467,0.1230387,3.0210042,48800
3004 1976DD,14.3,0.15,330.72538,212.00995,322.82515,30.253165,0.2678479,2.5867733,48800
3005 PERVICTORALEX,13.7,0.15,243.19863,77.328648,177.82171,2.353526,0.1864897,2.3676187,48800
3006 LIVADIA,13.5,0.15,132.52058,5.781527,8.77976,3.048578,0.1862485,2.4346506,48800
3007 REAVES,12.4,0.15,237.1084,252.03333,69.020426,8.34419,0.1320262,2.3691463,48800
3008 NOJIRI,12,0.15,155.42688,302.35569,168.92038,0.794578,0.1444255,3.1621967,48800
3009 COVENTRY,14.1,0.15,291.87841,316.24417,8.73641,4.562953,0.2048162,2.196414,48800
3010 USHAKOV,12.2,0.15,203.19904,170.31077,127.34048,2.034628,0.1859136,3.2078686,48800
3011 1978WM14,11.9,0.15,126.95763,210.75093,207.45225,6.198457,0.1947485,3.2101512,48800
3012 MINSK,11.1,0.15,5.543002,79.359305,355.68406,18.306887,0.0594294,3.2242496,48800
3013 DOBROVOLEVA,13.3,0.15,111.88728,93.68734,7.49169,3.666347,0.1405439,2.3585247,48800
3014 1979TM,13,0.15,213.11216,179.86099,140.78392,0.982535,0.2266549,2.365601,48800
3015 CANDY,11.1,0.15,348.6202,303.76114,38.607338,17.406912,0.1602374,3.4030226,48800
3016 1981EK,12.4,0.15,201.80946,317.40316,129.12226,2.890426,0.0447817,2.8337673,48800
3017 1981UL,12.2,0.15,129.3013,215.08668,258.14458,11.849204,0.1315053,2.6057499,48800
3018 GODIVA,12.8,0.15,236.94273,71.399397,228.74697,4.731478,0.1861954,2.3692105,48800
3019 KULIN,11.7,0.15,349.67685,317.58789,104.46012,3.217137,0.050717,2.8636637,48800
3020 1949PR,12.2,0.15,117.40262,192.80461,142.24642,6.265735,0.0606732,2.7606506,48800
3021 1967CB,11.9,0.15,214.75912,97.000112,353.36347,16.574977,0.2609202,3.1712687,48800
3022 DOBERMANN,13.4,0.15,88.184721,247.20079,181.0127,23.519859,0.1036256,1.9313785,48800
3023 HEARD,13.6,0.15,149.51317,344.03857,230.91953,3.98681,0.0846855,2.2162121,48800
3024 HAINAN,10.7,0.15,273.73249,338.67317,28.479681,14.787711,0.1123895,3.4270295,48800
3025 1982 QR,11.6,0.15,202.59666,121.46964,293.7916,20.989686,0.0866781,3.1983894,48800
3026 1977TA1,11.9,0.15,327.47647,121.88246,216.33728,9.630983,0.0284725,3.0302764,48800
3027 SHAVARSH,13.3,0.15,51.956164,153.55405,195.06917,1.959716,0.2192977,2.6724401,48800
3028 1978TA2,10.7,0.15,79.632926,352.47732,189.97444,9.502612,0.0253323,3.0187558,48800
3029 SANDERS,13,0.15,93.419457,268.53283,314.03074,3.425698,0.1113985,2.2399508,48800
3030 VEHRENBERG,14.3,0.15,227.51951,109.29015,293.24459,3.486836,0.2457175,2.2689903,48800
3031 HOUSTON,13,0.15,139.57322,248.67373,318.11453,4.344651,0.097815,2.2362885,48800
3032 EVANS,11.4,0.15,45.214918,273.72085,88.690609,3.225668,0.0829628,2.8928271,48800
3033 HOLBAEK,13,0.15,115.78848,66.952103,167.07763,4.736974,0.094745,2.2358893,48800
3034 CLIMENHAGA,12.3,0.15,58.218967,313.34462,10.873236,4.928108,0.2115254,2.3236228,48800
3035 A924EJ,12.4,0.15,322.27236,28.363195,180.37075,2.583312,0.1320065,2.6349769,48800
3036 KRAT,9.8,0.15,215.1346,313.16448,24.381218,22.833682,0.0901441,3.2197065,48800
3037 1944BA,11.6,0.15,55.765495,330.21354,108.14382,18.973306,0.1865249,2.6763321,48800
3038 BERNES,13.7,0.15,215.63911,10.977864,351.93652,4.706554,0.2039372,2.4390738,48800
3039 YANGEL,12.5,0.15,207.31779,71.091802,190.8626,15.277655,0.1434654,2.5576481,48800
3040 KOZAI,14.5,0.15,182.35603,290.26317,143.60989,46.642401,0.2008657,1.840567,48800
3041 WEBB,12.5,0.15,98.991189,351.69665,82.750465,14.61239,0.1464684,2.5868026,48800
3042 ZELINSKY,13.8,0.15,5.53239,70.16804,226.54424,4.990423,0.2097484,2.2776476,48800
3043 SANDIEGO,13.6,0.15,216.70545,31.528807,351.25246,21.79437,0.1065736,1.926363,48800
3044 1983RE3,12,0.15,323.9796,70.162487,242.83572,13.522892,0.1599031,2.8503716,48800
3045 ALOIS,11.4,0.15,277.64632,336.04222,36.479562,3.34677,0.1164572,3.1285702,48800
3046 MOLIERE,12.2,0.15,196.30694,264.31991,188.96713,18.343833,0.1580726,3.1296032,48800
3047 GOETHE,12.7,0.15,102.21322,82.227587,318.092,1.615344,0.0250095,2.6435779,48800
3048 GUANGZHOU,13.4,0.15,81.421308,265.42135,214.75448,1.9372,0.1455875,2.3987944,48800
3049 KUZBASS,11.6,0.15,83.82648,171.7932,95.14421,2.499093,0.1368088,3.119348,48800
3050 CARRERA,14.1,0.15,359.69523,84.664141,240.44457,1.302552,0.1894156,2.2248415,48800
3051 1974YP,12.8,0.15,130.72021,92.236008,280.87274,13.330177,0.2574193,2.5960256,48800
3052 HERZEN,13.1,0.15,36.349226,278.80545,238.90558,3.902376,0.1813086,2.3750134,48800
3053 DRESDEN,12.9,0.15,21.412781,316.36904,7.049891,4.620992,0.2069388,2.3794023,48800
3054 STRUGATSKIA,11.3,0.15,272.70024,189.42737,146.37954,2.075766,0.2055506,3.0993892,48800
3055 ANNAPAVLOVA,12.5,0.15,80.374056,64.137258,3.579032,15.017973,0.1069176,2.5623117,48800
3056 INAG,12.9,0.15,267.63264,346.39067,11.746427,5.64523,0.1163171,2.4191622,48800
3057 MALAREN,13.4,0.15,81.996905,121.82197,75.532238,7.278881,0.0744551,2.2602615,48800
3058 DELMARY,14.3,0.15,230.22143,209.99884,208.11612,3.546866,0.1572148,2.2488336,48800
3059 PRYOR,13.7,0.15,207.17721,241.06144,181.68119,2.358169,0.1295254,2.2678867,48800
3060 1982RD1,13.4,0.15,309.14149,4.655941,326.98429,7.26568,0.177358,2.2775432,48800
3061 COOK,11.9,0.15,319.11627,245.70167,98.212701,3.259641,0.1967525,3.0868024,48800
3062 WREN,10.8,0.15,345.34889,268.29296,110.81743,11.32427,0.1168181,3.0174784,48800
3063 MAKHAON,8.6,0.15,103.4778,203.97029,287.9181,12.197492,0.0605581,5.1587875,48800
3064 ZIMMER,13,0.15,51.807629,4.601612,157.39848,2.932537,0.1170476,2.4555512,48800
3065 SARAHILL,11.8,0.15,313.78407,212.37513,303.54131,4.301574,0.0652504,2.7173784,48800
3066 MCFADDEN,11.2,0.15,181.77874,187.24869,175.83169,15.554383,0.1331847,2.5271973,48800
3067 AKHMATOVA,13,0.15,279.87652,94.900566,350.78355,4.530136,0.1375636,2.2457446,48800
3068 KHANINA,13.2,0.15,257.51706,132.73141,21.761962,6.448496,0.1022518,2.2296963,48800
3069 HEYROVSKY,13.8,0.15,282.35678,123.72626,217.72078,1.677929,0.2420424,2.3516917,48800
3070 AITKEN,13.8,0.15,108.51645,51.967163,170.63032,2.341158,0.1965875,2.3064071,48800
3071 NESTEROV,11.8,0.15,145.42836,30.774066,134.56387,2.200641,0.0831638,3.2089493,48800
3072 VILNIUS,14,0.15,88.960031,139.68017,152.70164,5.64039,0.1800066,2.2385692,48800
3073 KURSK,13.5,0.15,245.00903,231.68971,204.37788,5.032306,0.1363595,2.2427227,48800
3074 POPOV,13.6,0.15,158.20675,151.04747,349.05434,2.425364,0.111445,2.3387748,48800
3075 BORNMANN,13.9,0.15,307.78695,10.460361,334.79923,9.979844,0.131616,2.2733776,48800
3076 GARBER,13.7,0.15,326.70148,166.11568,195.76002,7.707473,0.1898685,2.2377592,48800
3077 HENDERSON,12.7,0.15,276.25542,116.761,297.89116,1.474293,0.0554519,2.240859,48800
3078 HORROCKS,11.6,0.15,185.52764,137.43989,33.38633,7.09541,0.0872305,3.1598753,48800
3079 SCHILLER,13.3,0.15,348.11053,301.00226,183.45102,3.918103,0.2160332,2.6854935,48800
3080 MOISSEIEV,11.7,0.15,176.68371,306.86719,48.425781,13.852601,0.1947538,2.6126369,48800
3081 1971UP,13.8,0.15,241.55005,278.575,44.191808,5.296305,0.1813521,2.411597,48800
3082 DZHALIL,12.3,0.15,220.99428,231.94177,117.90525,10.351467,0.0764588,2.5771217,48800
3083 1974MH,13.8,0.15,100.82821,263.5539,346.7876,6.490108,0.1512401,2.2848603,48800
3084 KONDRATYUK,13.2,0.15,333.48878,144.72991,186.17752,4.142033,0.2271531,2.4369787,48800
3085 DONNA,13.1,0.15,195.41813,158.79551,271.27704,3.823733,0.1008033,2.3877565,48800
3086 KALBAUGH,13.6,0.15,349.18333,281.29395,300.93597,19.005202,0.0265699,1.9357365,48800
3087 BEATRICETINSLEY,12.8,0.15,275.22146,79.224794,339.01836,19.821407,0.117772,3.0759831,48800
3088 JINXIUZHONGHUA,11.8,0.15,282.53602,320.60176,171.62182,10.241852,0.0470688,3.0193924,48800
3089 1981XK2,11,0.15,212.79741,182.62401,88.71015,16.728628,0.1871528,2.9272925,48800
3090 TJOSSEM,12.1,0.15,59.031653,181.3415,171.16042,9.601558,0.089066,3.1664965,48800
3091 VANDENHEUVEL,14.9,0.15,42.976724,8.718073,228.88449,2.005482,0.1660509,2.3495162,48800
3092 HERODOTUS,11,0.15,268.48164,359.98649,9.37249,10.874628,0.1085261,3.5425678,48800
3093 BERGHOLZ,11.5,0.15,248.36531,60.935938,278.901,12.756729,0.2067016,2.6764767,48800
3094 CHUKOKKALA,12,0.15,354.3034,48.301697,172.73144,14.573221,0.0706814,2.6483555,48800
3095 OMARKHAYYAM,11.3,0.15,245.30865,119.26409,293.81739,2.981996,0.0611595,3.4999446,48800
3096 1981QC1,12.7,0.15,180.46955,165.52912,168.9184,12.153179,0.19361,2.6702719,48800
3097 TACITUS,12.1,0.15,196.95394,85.160875,197.31954,7.447268,0.0889839,2.9287398,48800
3098 VANSPRANG,14.7,0.15,66.116697,195.13378,117.82405,1.344436,0.2125369,2.301921,48800
3099 1940GF,11.4,0.15,254.97702,146.6453,31.476685,15.475446,0.2047972,2.8769051,48800
3100 ZIMMERMAN,13.9,0.15,234.53796,94.156386,27.284978,2.825873,0.0874305,2.2592394,48800
3101 GOLDBERGER,13.2,0.15,231.74127,208.93103,155.0557,28.553909,0.0464244,1.9787111,48800
3102 1981QA,16.7,0.15,157.10237,154.2684,172.42011,8.409632,0.4486661,2.1518558,48800
3103 1982BB,15.38,0.15,160.4114,253.74774,129.93945,20.93642,0.354621,1.406117,48800
3104 DURER,11.1,0.15,93.434128,244.78166,162.4954,24.183745,0.0859303,2.9662194,48800
3105 A907PB,13.1,0.15,325.30338,198.47935,140.69453,6.475734,0.194162,2.2617523,48800
3106 MORABITO,10.8,0.15,77.677901,289.31284,122.29344,14.843591,0.2232889,3.1643106,48800
3107 WEAVER,13.8,0.15,73.858717,49.539149,272.13182,1.602062,0.2084379,2.2017119,48800
3108 LYUBOV,13.9,0.15,308.81169,226.0053,162.22942,3.282879,0.168347,2.2291114,48800
3109 1974DC,11.6,0.15,163.67967,257.26676,22.920785,7.18499,0.0878591,2.4510582,48800
3110 1975SC,13.2,0.15,345.18869,73.120398,348.38038,2.247118,0.1234052,2.5619902,48800
3111 MISUZU,13.9,0.15,337.49257,291.24948,95.541486,2.011816,0.1612261,2.2237955,48800
3112 VELIMIR,12.9,0.15,23.809441,246.34838,69.377833,3.954504,0.1972994,2.3784155,48800
3113 CHIZHEVSKIJ,13.2,0.15,211.20558,196.70621,186.18017,4.96489,0.0757522,2.4268804,48800
3114 ERCILLA,13.5,0.15,26.356557,107.42333,177.00137,2.230097,0.1966126,2.4205461,48800
3115 BAILY,11.3,0.15,130.84807,172.17868,259.11974,10.169251,0.1432155,2.5788187,48800
3116 GOODRICKE,12.5,0.15,68.927372,270.22982,80.604713,5.468826,0.2006032,2.2276017,48800
3117 NIEPCE,12.3,0.15,177.73127,219.90782,93.599163,3.240344,0.0569114,2.8466293,48800
3118 1974OD,10.9,0.15,210.1283,265.05082,305.27819,13.262396,0.0623737,3.0341728,48800
3119 DOBRONRAVIN,12.2,0.15,265.51578,325.10546,111.06983,4.735386,0.2049139,3.0595033,48800
3120 DANGRANIA,11.6,0.15,146.28236,134.01641,221.07368,12.915907,0.0930092,3.0309298,48800
3121 1981EV,13.4,0.15,99.43018,87.451351,125.71752,6.361703,0.0854035,2.2279656,48800
3122 1981ET3,14.2,0.15,96.613607,27.450147,336.27206,22.192992,0.4225863,1.7687554,48800
3123 DUNHAM,13.54,0.15,285.45822,223.52884,123.20307,1.991224,0.1339725,2.4616464,48800
3124 KANSAS,13.46,0.15,181.58217,169.49784,161.27554,5.909028,0.0770706,2.7475503,48800
3125 HAY,12.3,0.15,180.26384,354.74445,134.61582,12.733345,0.1993869,2.6031874,48800
3126 DAVYDOV,11.5,0.15,143.20217,161.15082,206.74963,9.681001,0.1006989,3.0104715,48800
3127 BAGRATION,12.2,0.15,213.8789,29.623297,294.19665,4.832452,0.2003246,2.6003946,48800
3128 OBRUCHEV,11.5,0.15,56.438965,191.11491,102.54268,2.937948,0.1630789,3.1109522,48800
3129 BONESTELL,12.4,0.15,39.504582,82.143522,121.25,6.919363,0.2138285,2.6988614,48800
3130 1981YO,12.8,0.15,321.71455,244.62945,109.94974,4.209412,0.2006738,2.4653521,48800
3131 MASON-DIXON,12.7,0.15,350.81891,143.07729,45.094985,2.416838,0.0438762,2.925349,48800
3132 LANDGRAF,11.6,0.15,124.18387,259.53316,113.75585,4.465446,0.1134675,3.1565408,48800
3133 SENDAI,13.2,0.15,109.28928,358.04744,37.367276,6.56752,0.1600462,2.1814704,48800
3134 KOSTINSKY,10.7,0.15,343.23393,165.46967,257.33408,7.627617,0.2223219,3.9728847,48800
3135 LAUER,14,0.15,97.152807,118.72369,305.16108,5.992155,0.1406782,2.4206734,48800
3136 1981WD4,11.8,0.15,277.79789,29.324804,81.319851,4.554176,0.1258051,3.1695564,48800
3137 1982SM1,13.4,0.15,175.17217,134.48932,286.98241,2.471271,0.1917029,2.4002819,48800
3138 CINEY,13.4,0.15,276.19971,319.61173,225.57898,4.610984,0.07435,2.2253909,48800
3139 SHANTOU,9.9,0.15,77.339574,96.253461,253.17874,20.499627,0.0340327,3.1932878,48800
3140 STELLAFANE,10.9,0.15,28.458817,263.75046,102.11612,11.261883,0.1109394,3.0145781,48800
